Churn,customer_tenure,account_Contract,internet_InternetService,internet_TechSupport,account_Charges_Monthly,account_PaymentMethod,account_PaperlessBilling,customer_SeniorCitizen,Cuentas_Diarias
Yes,3,Month-to-month,Fiber optic,No,75.85,Electronic check,Yes,0,2.5283333333333333
No,72,Two year,Fiber optic,Yes,112.6,Credit card (automatic),Yes,0,3.753333333333333
No,34,Two year,No,No internet service,26.1,Bank transfer (automatic),No,0,0.87
No,24,Month-to-month,DSL,No,49.7,Mailed check,Yes,0,1.6566666666666667
Yes,37,Month-to-month,DSL,No,64.75,Electronic check,Yes,0,2.158333333333333
No,32,Month-to-month,Fiber optic,No,75.5,Bank transfer (automatic),Yes,0,2.5166666666666666
No,26,One year,No,No internet service,19.3,Credit card (automatic),No,1,0.6433333333333333
Yes,22,One year,DSL,No,69.5,Bank transfer (automatic),Yes,0,2.316666666666667
No,43,Month-to-month,Fiber optic,No,99.3,Bank transfer (automatic),Yes,0,3.31
No,17,Two year,No,No internet service,19.4,Mailed check,No,0,0.6466666666666666
No,71,Month-to-month,DSL,No,52.3,Bank transfer (automatic),Yes,1,1.7433333333333332
No,7,Month-to-month,No,No internet service,20.65,Mailed check,No,0,0.6883333333333332
No,22,Month-to-month,No,No internet service,19.9,Mailed check,No,0,0.6633333333333333
No,68,Two year,DSL,No,70.95,Bank transfer (automatic),No,0,2.365
Yes,32,Month-to-month,Fiber optic,No,85.3,Electronic check,No,1,2.8433333333333333
No,55,Month-to-month,Fiber optic,No,77.75,Credit card (automatic),Yes,0,2.591666666666667
No,47,Month-to-month,DSL,No,67.45,Credit card (automatic),Yes,1,2.2483333333333335
Yes,3,Month-to-month,DSL,No,29.6,Electronic check,Yes,0,0.9866666666666667
Yes,15,Month-to-month,Fiber optic,No,86.2,Electronic check,No,0,2.8733333333333335
No,55,Month-to-month,Fiber optic,No,85.1,Electronic check,Yes,0,2.8366666666666664
No,72,Two year,DSL,No,83.6,Credit card (automatic),Yes,0,2.7866666666666666
No,49,Month-to-month,Fiber optic,No,98.35,Electronic check,Yes,0,3.2783333333333333
No,7,Two year,No,No internet service,19.45,Mailed check,No,0,0.6483333333333333
No,47,One year,No,No internet service,26.9,Electronic check,No,0,0.8966666666666666
No,12,Two year,No,No internet service,24.0,Bank transfer (automatic),Yes,0,0.8
Yes,33,Month-to-month,Fiber optic,No,83.35,Electronic check,Yes,0,2.7783333333333333
No,34,One year,DSL,No,30.4,Bank transfer (automatic),No,0,1.0133333333333332
Yes,1,Month-to-month,Fiber optic,No,74.4,Electronic check,Yes,1,2.48
No,63,Two year,Fiber optic,No,104.8,Bank transfer (automatic),Yes,0,3.493333333333333
No,20,One year,No,No internet service,20.0,Mailed check,Yes,0,0.6666666666666666
No,47,Two year,DSL,Yes,74.05,Mailed check,No,0,2.4683333333333333
No,68,Two year,DSL,Yes,62.65,Credit card (automatic),No,0,2.0883333333333334
Yes,29,Month-to-month,Fiber optic,No,99.05,Bank transfer (automatic),Yes,1,3.3016666666666667
No,64,Two year,DSL,Yes,49.85,Electronic check,No,0,1.6616666666666666
No,1,Month-to-month,DSL,No,45.55,Mailed check,Yes,0,1.5183333333333333
No,12,Month-to-month,DSL,No,45.9,Bank transfer (automatic),No,0,1.53
No,53,One year,Fiber optic,No,105.25,Electronic check,Yes,0,3.5083333333333333
No,24,Month-to-month,Fiber optic,Yes,84.35,Electronic check,Yes,0,2.8116666666666665
No,72,Two year,DSL,Yes,90.95,Credit card (automatic),No,0,3.0316666666666667
No,66,One year,DSL,Yes,75.1,Electronic check,Yes,0,2.503333333333333
No,42,Month-to-month,DSL,No,49.55,Electronic check,Yes,0,1.6516666666666666
No,58,One year,Fiber optic,Yes,94.7,Credit card (automatic),Yes,0,3.1566666666666667
Yes,65,Month-to-month,Fiber optic,Yes,109.15,Electronic check,Yes,0,3.6383333333333336
No,46,Month-to-month,Fiber optic,Yes,84.8,Bank transfer (automatic),Yes,0,2.8266666666666667
No,45,One year,No,No internet service,18.85,Bank transfer (automatic),No,0,0.6283333333333334
No,1,Month-to-month,DSL,Yes,55.05,Mailed check,No,0,1.835
No,61,Two year,No,No internet service,24.2,Mailed check,Yes,0,0.8066666666666666
No,72,Two year,Fiber optic,No,110.3,Bank transfer (automatic),Yes,0,3.6766666666666667
Yes,10,Month-to-month,DSL,No,44.85,Credit card (automatic),Yes,0,1.495
Yes,1,Month-to-month,DSL,No,55.0,Electronic check,Yes,0,1.8333333333333333
No,18,Month-to-month,Fiber optic,Yes,75.9,Bank transfer (automatic),Yes,0,2.5300000000000002
No,51,One year,Fiber optic,Yes,111.55,Electronic check,Yes,0,3.7183333333333333
Yes,8,Month-to-month,Fiber optic,No,95.65,Bank transfer (automatic),No,0,3.1883333333333335
No,57,One year,DSL,Yes,74.6,Bank transfer (automatic),No,0,2.4866666666666664
No,10,One year,Fiber optic,No,98.9,Electronic check,Yes,0,3.296666666666667
No,35,Month-to-month,Fiber optic,No,99.05,Electronic check,Yes,1,3.3016666666666667
No,9,Month-to-month,DSL,No,44.4,Mailed check,Yes,0,1.48
No,1,Month-to-month,No,No internet service,20.35,Mailed check,No,0,0.6783333333333333
No,24,One year,No,No internet service,20.4,Credit card (automatic),No,0,0.6799999999999999
No,2,Month-to-month,No,No internet service,20.45,Mailed check,Yes,0,0.6816666666666666
No,3,Month-to-month,DSL,Yes,35.1,Mailed check,No,0,1.1700000000000002
Yes,35,One year,DSL,Yes,85.95,Credit card (automatic),Yes,0,2.865
No,27,Month-to-month,Fiber optic,No,95.6,Bank transfer (automatic),Yes,0,3.1866666666666665
No,70,Two year,Fiber optic,Yes,104.45,Bank transfer (automatic),Yes,1,3.481666666666667
No,10,Month-to-month,DSL,Yes,54.25,Electronic check,No,0,1.8083333333333333
No,55,One year,DSL,No,60.0,Credit card (automatic),No,1,2.0
No,31,One year,DSL,No,50.05,Electronic check,Yes,0,1.6683333333333332
Yes,13,Month-to-month,Fiber optic,No,106.9,Electronic check,Yes,1,3.5633333333333335
No,64,Two year,Fiber optic,Yes,109.2,Credit card (automatic),Yes,0,3.64
No,71,Two year,No,No internet service,24.45,Credit card (automatic),Yes,0,0.815
No,66,Two year,Fiber optic,No,109.25,Bank transfer (automatic),No,0,3.6416666666666666
No,52,Two year,No,No internet service,19.35,Mailed check,No,0,0.645
No,2,Month-to-month,DSL,Yes,54.45,Mailed check,Yes,0,1.8150000000000002
Yes,14,Month-to-month,Fiber optic,No,100.2,Electronic check,Yes,1,3.3400000000000003
No,57,Month-to-month,DSL,Yes,49.9,Bank transfer (automatic),Yes,0,1.6633333333333333
No,21,Month-to-month,No,No internet service,19.95,Mailed check,Yes,0,0.6649999999999999
Yes,9,Month-to-month,Fiber optic,No,71.0,Electronic check,No,0,2.3666666666666667
Yes,1,Month-to-month,Fiber optic,No,75.3,Mailed check,No,0,2.51
No,8,Month-to-month,DSL,Yes,64.1,Mailed check,No,0,2.1366666666666663
No,17,Month-to-month,Fiber optic,No,101.8,Electronic check,Yes,1,3.393333333333333
No,17,One year,DSL,Yes,80.85,Electronic check,No,0,2.695
No,15,Two year,DSL,No,38.8,Mailed check,Yes,0,1.2933333333333332
No,62,Two year,No,No internet service,20.05,Credit card (automatic),Yes,0,0.6683333333333333
No,13,One year,DSL,No,43.8,Electronic check,No,0,1.46
No,68,Two year,DSL,Yes,86.5,Bank transfer (automatic),Yes,0,2.8833333333333333
No,58,Two year,DSL,Yes,59.9,Credit card (automatic),Yes,0,1.9966666666666666
No,19,Month-to-month,DSL,No,60.6,Electronic check,Yes,0,2.02
No,13,Month-to-month,DSL,No,44.8,Bank transfer (automatic),No,0,1.4933333333333332
Yes,31,Month-to-month,Fiber optic,No,89.9,Electronic check,Yes,0,2.996666666666667
No,71,Two year,No,No internet service,19.9,Bank transfer (automatic),No,0,0.6633333333333333
No,61,One year,Fiber optic,Yes,115.1,Mailed check,Yes,0,3.8366666666666664
Yes,7,Month-to-month,Fiber optic,No,95.6,Bank transfer (automatic),Yes,1,3.1866666666666665
No,13,Month-to-month,Fiber optic,No,97.0,Electronic check,No,0,3.2333333333333334
No,1,Month-to-month,No,No internet service,20.75,Mailed check,No,0,0.6916666666666667
No,56,Two year,No,No internet service,19.7,Bank transfer (automatic),No,0,0.6566666666666666
Yes,22,Month-to-month,Fiber optic,No,94.7,Credit card (automatic),Yes,0,3.1566666666666667
No,32,One year,DSL,Yes,36.25,Mailed check,Yes,0,1.2083333333333333
No,72,Two year,DSL,Yes,88.6,Bank transfer (automatic),Yes,0,2.953333333333333
No,43,One year,No,No internet service,19.2,Mailed check,Yes,0,0.64
No,61,Two year,DSL,Yes,88.65,Credit card (automatic),No,0,2.955
No,69,Two year,Fiber optic,Yes,113.25,Credit card (automatic),No,0,3.775
Yes,3,Month-to-month,DSL,No,55.35,Electronic check,No,0,1.845
No,52,Month-to-month,Fiber optic,No,108.1,Credit card (automatic),No,1,3.603333333333333
Yes,1,Month-to-month,DSL,No,54.9,Electronic check,Yes,0,1.8299999999999998
No,62,One year,DSL,No,74.3,Credit card (automatic),Yes,0,2.4766666666666666
No,54,Two year,No,No internet service,20.5,Mailed check,Yes,0,0.6833333333333333
Yes,15,Month-to-month,Fiber optic,No,101.25,Electronic check,Yes,0,3.375
No,19,Month-to-month,DSL,No,39.7,Electronic check,Yes,0,1.3233333333333335
Yes,2,Month-to-month,DSL,No,53.85,Mailed check,Yes,0,1.7950000000000002
Yes,5,Month-to-month,DSL,No,51.0,Mailed check,Yes,0,1.7
Yes,1,Month-to-month,DSL,No,46.2,Credit card (automatic),No,0,1.54
No,71,Two year,Fiber optic,Yes,115.15,Credit card (automatic),Yes,0,3.8383333333333334
Yes,4,Month-to-month,Fiber optic,Yes,80.6,Mailed check,Yes,0,2.6866666666666665
Yes,36,Month-to-month,Fiber optic,No,84.1,Electronic check,Yes,1,2.8033333333333332
No,5,Month-to-month,No,No internet service,20.65,Bank transfer (automatic),No,0,0.6883333333333332
No,10,Month-to-month,No,No internet service,19.85,Mailed check,Yes,0,0.6616666666666667
Yes,2,Month-to-month,DSL,No,30.4,Electronic check,Yes,1,1.0133333333333332
Yes,14,Month-to-month,Fiber optic,No,71.0,Credit card (automatic),Yes,0,2.3666666666666667
No,68,Two year,No,No internet service,19.95,Bank transfer (automatic),No,0,0.6649999999999999
No,1,Month-to-month,No,No internet service,19.45,Electronic check,No,0,0.6483333333333333
No,60,One year,Fiber optic,Yes,116.6,Credit card (automatic),Yes,0,3.8866666666666663
No,10,Month-to-month,No,No internet service,24.4,Mailed check,Yes,0,0.8133333333333332
Yes,6,Month-to-month,DSL,Yes,50.8,Bank transfer (automatic),Yes,0,1.6933333333333331
Yes,58,One year,Fiber optic,Yes,104.65,Electronic check,Yes,0,3.4883333333333337
No,16,Month-to-month,DSL,No,63.05,Bank transfer (automatic),Yes,0,2.1016666666666666
No,29,Month-to-month,DSL,Yes,31.2,Electronic check,Yes,0,1.04
No,52,One year,Fiber optic,No,106.5,Electronic check,Yes,1,3.55
No,4,Month-to-month,DSL,No,38.55,Credit card (automatic),No,0,1.285
No,5,Month-to-month,No,No internet service,19.65,Credit card (automatic),Yes,0,0.6549999999999999
No,68,Two year,No,No internet service,25.5,Bank transfer (automatic),No,0,0.85
No,50,One year,DSL,Yes,82.5,Credit card (automatic),Yes,0,2.75
No,7,Month-to-month,DSL,No,69.7,Credit card (automatic),No,0,2.3233333333333333
No,16,Month-to-month,Fiber optic,No,74.45,Bank transfer (automatic),Yes,1,2.481666666666667
No,21,Month-to-month,DSL,No,65.35,Bank transfer (automatic),No,0,2.1783333333333332
Yes,2,Month-to-month,Fiber optic,Yes,90.0,Credit card (automatic),No,0,3.0
No,72,Two year,DSL,Yes,53.65,Credit card (automatic),No,0,1.7883333333333333
Yes,45,One year,No,No internet service,20.4,Electronic check,Yes,0,0.6799999999999999
No,69,Two year,Fiber optic,No,99.15,Bank transfer (automatic),No,0,3.305
Yes,1,Month-to-month,Fiber optic,No,74.25,Mailed check,Yes,0,2.475
Yes,32,One year,Fiber optic,No,84.05,Electronic check,No,0,2.8016666666666667
No,26,One year,Fiber optic,Yes,85.2,Electronic check,Yes,0,2.8400000000000003
No,61,One year,No,No internet service,20.55,Credit card (automatic),Yes,0,0.685
Yes,42,Month-to-month,Fiber optic,No,74.15,Credit card (automatic),Yes,1,2.4716666666666667
No,49,Month-to-month,Fiber optic,No,84.5,Electronic check,Yes,0,2.816666666666667
No,37,Month-to-month,DSL,Yes,78.9,Credit card (automatic),Yes,0,2.6300000000000003
Yes,1,Month-to-month,Fiber optic,No,69.1,Electronic check,Yes,0,2.3033333333333332
No,60,Two year,Fiber optic,No,101.15,Credit card (automatic),No,0,3.371666666666667
No,1,Month-to-month,DSL,Yes,49.3,Electronic check,Yes,0,1.6433333333333333
No,5,Two year,No,No internet service,20.45,Mailed check,No,0,0.6816666666666666
No,38,Month-to-month,Fiber optic,No,91.7,Bank transfer (automatic),No,0,3.0566666666666666
No,2,Month-to-month,Fiber optic,No,70.7,Mailed check,No,0,2.356666666666667
No,1,Month-to-month,No,No internet service,19.75,Bank transfer (automatic),No,0,0.6583333333333333
No,54,Two year,No,No internet service,18.95,Mailed check,Yes,1,0.6316666666666666
No,51,Two year,DSL,Yes,83.85,Credit card (automatic),Yes,0,2.795
Yes,2,Month-to-month,Fiber optic,No,70.95,Electronic check,Yes,0,2.365
No,15,One year,No,No internet service,19.8,Mailed check,No,0,0.66
No,27,Two year,No,No internet service,19.6,Mailed check,Yes,0,0.6533333333333334
Yes,1,Month-to-month,Fiber optic,No,88.35,Electronic check,Yes,0,2.945
No,24,Month-to-month,DSL,No,54.8,Credit card (automatic),No,1,1.8266666666666667
No,10,One year,No,No internet service,20.45,Mailed check,No,0,0.6816666666666666
No,6,Month-to-month,No,No internet service,19.55,Mailed check,No,0,0.6516666666666667
No,71,Two year,Fiber optic,Yes,114.0,Bank transfer (automatic),Yes,0,3.8
No,1,Month-to-month,No,No internet service,20.4,Mailed check,No,0,0.6799999999999999
No,66,One year,No,No internet service,25.7,Credit card (automatic),Yes,0,0.8566666666666667
No,35,One year,DSL,No,61.2,Mailed check,No,0,2.04
Yes,6,Month-to-month,Fiber optic,No,82.85,Electronic check,Yes,0,2.7616666666666663
No,65,Two year,Fiber optic,Yes,110.35,Electronic check,Yes,1,3.6783333333333332
No,15,Month-to-month,Fiber optic,No,75.35,Bank transfer (automatic),No,0,2.5116666666666663
No,61,One year,Fiber optic,Yes,85.55,Bank transfer (automatic),Yes,1,2.8516666666666666
No,22,Month-to-month,DSL,Yes,51.1,Electronic check,Yes,0,1.7033333333333334
No,28,One year,Fiber optic,Yes,91.25,Bank transfer (automatic),Yes,0,3.0416666666666665
Yes,11,Month-to-month,Fiber optic,Yes,96.2,Credit card (automatic),Yes,0,3.2066666666666666
No,24,Month-to-month,Fiber optic,No,84.85,Bank transfer (automatic),Yes,0,2.828333333333333
No,36,One year,DSL,No,35.35,Mailed check,No,0,1.1783333333333335
No,67,One year,DSL,Yes,60.95,Bank transfer (automatic),Yes,1,2.0316666666666667
No,3,Month-to-month,No,No internet service,20.2,Electronic check,No,0,0.6733333333333333
Yes,21,Month-to-month,Fiber optic,No,82.35,Electronic check,Yes,0,2.7449999999999997
No,66,Two year,DSL,Yes,54.65,Bank transfer (automatic),No,0,1.8216666666666665
Yes,1,Month-to-month,Fiber optic,No,74.6,Bank transfer (automatic),Yes,0,2.4866666666666664
No,4,Month-to-month,DSL,Yes,40.05,Electronic check,Yes,0,1.335
Yes,2,Month-to-month,Fiber optic,No,67.75,Electronic check,Yes,0,2.2583333333333333
No,12,Month-to-month,No,No internet service,19.45,Mailed check,No,0,0.6483333333333333
No,7,One year,No,No internet service,20.65,Mailed check,No,0,0.6883333333333332
Yes,1,Month-to-month,DSL,No,35.05,Mailed check,No,0,1.1683333333333332
No,13,Month-to-month,No,No internet service,20.45,Mailed check,Yes,0,0.6816666666666666
Yes,15,Month-to-month,Fiber optic,No,88.15,Electronic check,No,0,2.9383333333333335
Yes,2,Month-to-month,DSL,No,44.15,Electronic check,Yes,1,1.4716666666666667
Yes,16,Month-to-month,Fiber optic,No,71.8,Bank transfer (automatic),Yes,1,2.393333333333333
No,65,One year,Fiber optic,No,100.75,Electronic check,Yes,1,3.3583333333333334
Yes,32,Month-to-month,Fiber optic,No,106.35,Bank transfer (automatic),No,1,3.545
No,59,One year,Fiber optic,Yes,107.0,Credit card (automatic),Yes,0,3.566666666666667
No,65,Month-to-month,Fiber optic,No,108.8,Bank transfer (automatic),Yes,1,3.6266666666666665
Yes,66,One year,Fiber optic,Yes,104.05,Electronic check,Yes,0,3.4683333333333333
No,46,Two year,No,No internet service,19.2,Credit card (automatic),No,0,0.64
Yes,1,Month-to-month,Fiber optic,No,74.7,Electronic check,Yes,0,2.49
No,68,Two year,Fiber optic,Yes,109.05,Bank transfer (automatic),Yes,0,3.635
Yes,57,Month-to-month,Fiber optic,No,100.6,Electronic check,No,1,3.353333333333333
No,67,Two year,No,No internet service,24.85,Credit card (automatic),No,0,0.8283333333333334
No,33,Two year,No,No internet service,20.1,Mailed check,No,0,0.67
No,20,Month-to-month,Fiber optic,No,90.7,Credit card (automatic),Yes,0,3.0233333333333334
No,64,Two year,No,No internet service,20.2,Mailed check,No,0,0.6733333333333333
Yes,1,Month-to-month,DSL,No,36.45,Electronic check,Yes,1,1.215
No,58,Two year,No,No internet service,19.55,Credit card (automatic),No,0,0.6516666666666667
No,24,One year,No,No internet service,20.15,Mailed check,No,0,0.6716666666666666
No,71,Two year,DSL,Yes,93.2,Credit card (automatic),No,0,3.106666666666667
No,35,Month-to-month,DSL,Yes,76.05,Electronic check,Yes,1,2.5349999999999997
No,8,Month-to-month,DSL,Yes,68.55,Electronic check,Yes,0,2.2849999999999997
No,53,Two year,No,No internet service,24.6,Mailed check,No,0,0.8200000000000001
No,1,Month-to-month,No,No internet service,19.65,Mailed check,No,0,0.6549999999999999
No,72,One year,Fiber optic,No,106.85,Bank transfer (automatic),Yes,1,3.5616666666666665
No,21,Month-to-month,DSL,No,26.05,Electronic check,Yes,0,0.8683333333333334
Yes,56,Month-to-month,Fiber optic,No,100.65,Bank transfer (automatic),Yes,1,3.355
Yes,13,Month-to-month,Fiber optic,No,95.05,Electronic check,Yes,1,3.1683333333333334
No,30,Month-to-month,DSL,No,50.0,Mailed check,Yes,0,1.6666666666666667
No,70,Two year,Fiber optic,Yes,116.55,Credit card (automatic),Yes,0,3.885
No,63,Two year,DSL,Yes,75.55,Credit card (automatic),No,0,2.518333333333333
No,63,Two year,DSL,Yes,67.25,Mailed check,No,0,2.2416666666666667
No,11,Month-to-month,Fiber optic,No,86.2,Electronic check,No,0,2.8733333333333335
Yes,1,Month-to-month,DSL,No,23.45,Electronic check,Yes,0,0.7816666666666666
No,2,Month-to-month,DSL,No,43.95,Electronic check,No,1,1.465
Yes,7,Month-to-month,Fiber optic,No,69.95,Bank transfer (automatic),Yes,0,2.3316666666666666
No,14,One year,DSL,Yes,55.7,Mailed check,No,0,1.8566666666666667
Yes,1,Month-to-month,Fiber optic,No,89.15,Mailed check,No,0,2.9716666666666667
Yes,1,Month-to-month,No,No internet service,20.55,Mailed check,No,0,0.685
Yes,50,Month-to-month,Fiber optic,No,103.85,Bank transfer (automatic),Yes,0,3.4616666666666664
Yes,4,Month-to-month,DSL,No,33.65,Electronic check,Yes,0,1.1216666666666666
No,3,Month-to-month,No,No internet service,18.8,Mailed check,No,0,0.6266666666666667
No,55,One year,Fiber optic,No,94.75,Electronic check,Yes,0,3.158333333333333
No,1,Month-to-month,No,No internet service,20.0,Electronic check,No,0,0.6666666666666666
No,20,Month-to-month,DSL,No,44.35,Electronic check,Yes,0,1.4783333333333333
No,72,Two year,Fiber optic,Yes,117.6,Bank transfer (automatic),Yes,0,3.92
No,70,Two year,No,No internet service,25.35,Mailed check,No,0,0.8450000000000001
Yes,7,Month-to-month,Fiber optic,No,99.8,Electronic check,Yes,0,3.3266666666666667
No,27,Two year,No,No internet service,24.5,Electronic check,No,0,0.8166666666666667
No,67,Two year,DSL,Yes,50.95,Bank transfer (automatic),Yes,0,1.6983333333333335
Yes,31,Month-to-month,Fiber optic,Yes,79.85,Credit card (automatic),Yes,0,2.6616666666666666
Yes,3,Month-to-month,DSL,Yes,34.25,Mailed check,No,0,1.1416666666666666
No,12,One year,No,No internet service,24.95,Credit card (automatic),No,0,0.8316666666666667
No,17,Month-to-month,No,No internet service,19.7,Credit card (automatic),No,0,0.6566666666666666
No,72,Two year,Fiber optic,Yes,109.5,Credit card (automatic),Yes,0,3.65
Yes,7,Month-to-month,Fiber optic,No,85.2,Mailed check,Yes,0,2.8400000000000003
No,71,Two year,No,No internet service,24.85,Bank transfer (automatic),No,1,0.8283333333333334
