Churn,customer_tenure,account_Contract,internet_InternetService,internet_TechSupport,account_Charges_Monthly,account_PaymentMethod,account_PaperlessBilling,customer_SeniorCitizen
No,71,Month-to-month,Fiber optic,No,93.25,Bank transfer (automatic),Yes,0
No,10,One year,No,No internet service,19.6,Bank transfer (automatic),No,0
No,72,Two year,DSL,Yes,88.05,Credit card (automatic),Yes,1
No,69,Two year,No,No internet service,24.95,Credit card (automatic),Yes,0
Yes,1,Month-to-month,No,No internet service,20.1,Mailed check,No,0
No,47,Month-to-month,Fiber optic,No,90.05,Electronic check,No,0
No,60,Two year,No,No internet service,20.5,Bank transfer (automatic),Yes,0
No,2,Month-to-month,No,No internet service,19.25,Mailed check,No,0
Yes,2,Month-to-month,Fiber optic,No,96.0,Electronic check,Yes,0
No,53,Month-to-month,DSL,No,46.3,Bank transfer (automatic),Yes,0
No,34,Month-to-month,Fiber optic,No,90.05,Credit card (automatic),Yes,0
No,60,One year,DSL,Yes,65.85,Bank transfer (automatic),Yes,0
No,55,One year,Fiber optic,No,100.15,Electronic check,Yes,1
No,53,Month-to-month,Fiber optic,Yes,92.55,Electronic check,Yes,0
Yes,5,One year,DSL,No,70.0,Mailed check,Yes,0
No,57,Month-to-month,DSL,No,53.75,Electronic check,Yes,0
Yes,1,Month-to-month,DSL,No,45.85,Mailed check,Yes,0
No,61,Two year,DSL,Yes,86.45,Credit card (automatic),No,0
No,38,Month-to-month,Fiber optic,No,101.15,Electronic check,No,1
No,60,Month-to-month,Fiber optic,Yes,104.95,Bank transfer (automatic),Yes,0
No,50,Two year,No,No internet service,20.15,Bank transfer (automatic),No,0
No,9,Month-to-month,DSL,No,55.3,Mailed check,Yes,0
No,71,Two year,No,No internet service,19.7,Credit card (automatic),No,0
No,46,Two year,DSL,Yes,64.2,Credit card (automatic),Yes,0
No,35,Month-to-month,Fiber optic,Yes,109.95,Electronic check,Yes,0
Yes,1,Month-to-month,Fiber optic,No,71.35,Electronic check,No,0
No,23,One year,No,No internet service,19.65,Credit card (automatic),Yes,0
Yes,1,Month-to-month,Fiber optic,No,100.25,Credit card (automatic),Yes,0
No,21,Month-to-month,DSL,No,64.95,Bank transfer (automatic),Yes,1
No,16,Month-to-month,No,No internet service,19.75,Electronic check,No,0
No,70,One year,DSL,Yes,51.05,Bank transfer (automatic),Yes,0
No,66,Two year,Fiber optic,Yes,105.65,Bank transfer (automatic),Yes,0
Yes,1,Month-to-month,Fiber optic,Yes,91.7,Electronic check,No,0
No,14,Month-to-month,No,No internet service,19.95,Mailed check,No,0
No,46,Two year,No,No internet service,20.25,Bank transfer (automatic),No,0
Yes,49,One year,Fiber optic,Yes,100.6,Bank transfer (automatic),Yes,0
No,3,Month-to-month,Fiber optic,No,80.7,Electronic check,Yes,0
No,34,Month-to-month,Fiber optic,No,84.05,Mailed check,Yes,0
Yes,68,Two year,Fiber optic,Yes,110.0,Bank transfer (automatic),Yes,0
Yes,50,Month-to-month,Fiber optic,No,84.4,Bank transfer (automatic),Yes,0
No,3,Month-to-month,No,No internet service,20.25,Electronic check,Yes,0
No,25,Month-to-month,Fiber optic,No,84.6,Mailed check,Yes,0
No,19,Month-to-month,Fiber optic,Yes,105.0,Mailed check,Yes,1
No,65,Two year,Fiber optic,No,105.1,Credit card (automatic),No,0
Yes,3,Month-to-month,Fiber optic,No,84.75,Bank transfer (automatic),Yes,0
No,67,One year,Fiber optic,Yes,111.25,Electronic check,Yes,0
No,8,Month-to-month,Fiber optic,No,75.25,Electronic check,Yes,0
No,67,Two year,DSL,Yes,70.9,Credit card (automatic),No,0
No,26,One year,DSL,Yes,59.45,Credit card (automatic),No,0
Yes,57,Month-to-month,Fiber optic,No,95.25,Bank transfer (automatic),Yes,1
Yes,39,Month-to-month,Fiber optic,No,75.25,Electronic check,No,0
No,47,Month-to-month,DSL,No,54.25,Electronic check,No,0
No,20,Month-to-month,Fiber optic,Yes,98.55,Mailed check,Yes,0
Yes,17,Month-to-month,Fiber optic,No,70.4,Bank transfer (automatic),Yes,0
No,52,Two year,No,No internet service,21.0,Bank transfer (automatic),No,0
No,0,Two year,No,No internet service,25.35,Mailed check,No,0
No,61,One year,Fiber optic,Yes,93.7,Bank transfer (automatic),No,0
Yes,8,Month-to-month,Fiber optic,No,94.45,Credit card (automatic),Yes,1
No,72,Two year,DSL,Yes,89.1,Credit card (automatic),No,1
No,24,Month-to-month,DSL,Yes,51.1,Credit card (automatic),Yes,0
No,4,Month-to-month,Fiber optic,No,69.35,Electronic check,No,1
Yes,26,Month-to-month,Fiber optic,No,83.95,Electronic check,Yes,0
No,66,One year,Fiber optic,Yes,89.0,Electronic check,No,0
No,65,Two year,DSL,Yes,91.55,Bank transfer (automatic),No,0
No,34,One year,DSL,Yes,79.95,Bank transfer (automatic),Yes,0
No,45,Two year,DSL,Yes,81.0,Mailed check,Yes,0
No,71,Two year,Fiber optic,No,99.0,Credit card (automatic),Yes,0
Yes,18,One year,DSL,Yes,82.0,Credit card (automatic),Yes,0
No,2,Month-to-month,DSL,Yes,70.3,Electronic check,No,0
Yes,8,Month-to-month,Fiber optic,No,74.5,Electronic check,Yes,0
Yes,3,Month-to-month,DSL,Yes,31.0,Mailed check,Yes,0
No,12,Two year,No,No internet service,20.05,Electronic check,Yes,0
No,16,One year,No,No internet service,20.1,Mailed check,No,0
No,72,Two year,Fiber optic,Yes,110.1,Bank transfer (automatic),Yes,1
Yes,1,Month-to-month,Fiber optic,No,70.25,Electronic check,Yes,0
No,1,Month-to-month,No,No internet service,20.2,Mailed check,No,0
Yes,10,Month-to-month,Fiber optic,No,85.55,Electronic check,No,1
No,62,Two year,DSL,No,43.6,Credit card (automatic),Yes,0
Yes,4,Month-to-month,Fiber optic,No,78.45,Electronic check,No,0
No,53,One year,No,No internet service,24.05,Bank transfer (automatic),No,0
No,52,One year,Fiber optic,No,100.3,Electronic check,No,0
Yes,19,Month-to-month,Fiber optic,No,88.2,Electronic check,Yes,1
No,18,Month-to-month,DSL,No,45.65,Credit card (automatic),Yes,0
No,51,Month-to-month,DSL,No,29.45,Credit card (automatic),Yes,1
No,6,Month-to-month,DSL,No,44.7,Credit card (automatic),No,1
No,72,Two year,Fiber optic,Yes,113.8,Bank transfer (automatic),No,1
No,72,Two year,Fiber optic,Yes,116.6,Bank transfer (automatic),Yes,0
Yes,71,Two year,Fiber optic,No,106.0,Bank transfer (automatic),Yes,0
No,57,Two year,DSL,No,79.75,Bank transfer (automatic),Yes,1
No,58,Two year,DSL,No,86.1,Electronic check,Yes,0
No,71,Two year,No,No internet service,25.45,Bank transfer (automatic),No,0
No,72,Two year,DSL,Yes,84.7,Credit card (automatic),No,0
No,17,Two year,No,No internet service,19.15,Mailed check,No,0
Yes,39,Month-to-month,Fiber optic,No,95.65,Bank transfer (automatic),Yes,1
No,8,Month-to-month,DSL,Yes,56.3,Bank transfer (automatic),No,0
No,68,Two year,No,No internet service,19.6,Credit card (automatic),No,0
No,28,One year,DSL,Yes,60.0,Credit card (automatic),Yes,0
Yes,1,Month-to-month,Fiber optic,No,75.05,Mailed check,Yes,0
No,2,Month-to-month,DSL,No,45.25,Mailed check,Yes,0
No,71,Two year,No,No internet service,19.45,Mailed check,No,0
No,30,Two year,DSL,Yes,69.1,Credit card (automatic),Yes,1
No,34,One year,No,No internet service,19.6,Credit card (automatic),No,0
No,32,One year,DSL,Yes,83.7,Credit card (automatic),No,0
No,6,Two year,No,No internet service,25.4,Mailed check,No,0
No,45,Two year,No,No internet service,25.5,Mailed check,No,0
Yes,37,Month-to-month,DSL,Yes,28.6,Credit card (automatic),No,0
No,11,Month-to-month,Fiber optic,Yes,111.4,Electronic check,Yes,1
No,2,Month-to-month,Fiber optic,No,72.6,Mailed check,Yes,1
Yes,1,Month-to-month,Fiber optic,No,76.4,Mailed check,Yes,1
No,23,Two year,DSL,Yes,34.6,Mailed check,No,0
No,29,Month-to-month,DSL,No,66.1,Electronic check,Yes,0
No,68,One year,Fiber optic,No,85.5,Bank transfer (automatic),Yes,0
No,17,Month-to-month,DSL,No,34.4,Mailed check,No,0
No,69,Two year,No,No internet service,19.3,Bank transfer (automatic),Yes,0
No,59,Two year,DSL,Yes,64.05,Credit card (automatic),Yes,1
No,1,Month-to-month,No,No internet service,19.2,Mailed check,Yes,0
No,32,Month-to-month,Fiber optic,No,98.85,Credit card (automatic),Yes,0
No,29,Month-to-month,Fiber optic,Yes,79.3,Electronic check,Yes,1
Yes,59,One year,Fiber optic,No,85.55,Electronic check,No,0
No,28,One year,DSL,Yes,50.8,Mailed check,No,0
Yes,15,Month-to-month,Fiber optic,No,76.0,Mailed check,Yes,0
No,50,Month-to-month,Fiber optic,Yes,93.5,Credit card (automatic),Yes,0
Yes,5,Month-to-month,DSL,No,45.7,Electronic check,No,1
No,14,Month-to-month,Fiber optic,No,78.1,Electronic check,Yes,0
No,20,Month-to-month,No,No internet service,19.5,Bank transfer (automatic),Yes,0
No,3,Month-to-month,Fiber optic,No,92.0,Electronic check,Yes,0
Yes,35,Month-to-month,Fiber optic,No,95.45,Electronic check,Yes,1
Yes,6,Month-to-month,Fiber optic,No,95.75,Electronic check,Yes,1
No,14,Month-to-month,Fiber optic,No,95.6,Electronic check,Yes,1
No,23,Month-to-month,Fiber optic,Yes,96.9,Credit card (automatic),Yes,0
No,71,One year,Fiber optic,No,104.65,Bank transfer (automatic),Yes,0
Yes,28,One year,Fiber optic,No,106.1,Electronic check,No,0
No,64,One year,Fiber optic,Yes,96.9,Mailed check,Yes,0
Yes,3,Month-to-month,DSL,No,50.6,Electronic check,Yes,0
Yes,34,Month-to-month,Fiber optic,No,109.8,Mailed check,Yes,0
Yes,1,Month-to-month,DSL,No,49.95,Bank transfer (automatic),Yes,0
Yes,33,Month-to-month,Fiber optic,Yes,110.45,Electronic check,Yes,1
No,12,Month-to-month,Fiber optic,No,94.55,Electronic check,No,0
No,72,One year,Fiber optic,No,97.25,Credit card (automatic),Yes,1
No,36,One year,DSL,Yes,54.1,Credit card (automatic),No,1
No,4,Month-to-month,No,No internet service,20.2,Electronic check,Yes,0
No,8,Month-to-month,DSL,No,49.55,Bank transfer (automatic),Yes,0
Yes,18,Month-to-month,DSL,No,48.35,Electronic check,Yes,1
No,29,Month-to-month,DSL,No,80.1,Credit card (automatic),No,0
Yes,28,Month-to-month,Fiber optic,No,92.35,Mailed check,Yes,0
No,59,One year,Fiber optic,No,99.5,Electronic check,Yes,1
No,16,Month-to-month,DSL,No,54.1,Electronic check,Yes,1
Yes,67,One year,Fiber optic,Yes,94.35,Credit card (automatic),Yes,0
No,40,Month-to-month,Fiber optic,No,102.65,Mailed check,Yes,0
No,9,Two year,No,No internet service,19.75,Mailed check,No,0
No,8,One year,DSL,Yes,54.25,Bank transfer (automatic),No,0
No,58,Two year,No,No internet service,19.85,Mailed check,Yes,0
No,71,Two year,Fiber optic,No,105.55,Electronic check,No,0
No,5,Month-to-month,No,No internet service,19.95,Mailed check,No,0
No,17,Month-to-month,Fiber optic,No,83.55,Electronic check,Yes,0
No,30,Month-to-month,Fiber optic,No,85.45,Electronic check,No,0
No,3,Month-to-month,Fiber optic,No,76.1,Electronic check,No,0
No,13,One year,No,No internet service,24.5,Bank transfer (automatic),No,0
Yes,16,Month-to-month,Fiber optic,No,86.6,Electronic check,Yes,1
No,30,Two year,No,No internet service,21.25,Mailed check,No,0
No,1,Month-to-month,No,No internet service,19.2,Mailed check,No,0
Yes,13,Month-to-month,Fiber optic,Yes,89.4,Electronic check,No,0
No,34,Month-to-month,No,No internet service,19.7,Mailed check,No,0
No,52,Two year,Fiber optic,Yes,106.3,Electronic check,Yes,0
Yes,4,Month-to-month,Fiber optic,No,70.9,Bank transfer (automatic),Yes,0
No,44,One year,No,No internet service,24.85,Electronic check,No,0
No,47,Month-to-month,Fiber optic,No,104.1,Electronic check,Yes,0
No,13,Month-to-month,No,No internet service,18.8,Mailed check,No,0
Yes,5,Month-to-month,Fiber optic,No,94.85,Bank transfer (automatic),Yes,0
No,23,Two year,No,No internet service,23.85,Mailed check,No,0
Yes,8,Month-to-month,Fiber optic,No,105.5,Electronic check,Yes,1
No,40,Month-to-month,DSL,No,50.15,Mailed check,Yes,0
No,67,Two year,Fiber optic,Yes,94.1,Credit card (automatic),No,0
Yes,25,Month-to-month,Fiber optic,No,100.25,Electronic check,Yes,0
No,70,Two year,Fiber optic,Yes,115.15,Credit card (automatic),Yes,0
No,43,Two year,DSL,No,60.0,Electronic check,Yes,0
Yes,12,Month-to-month,Fiber optic,No,91.3,Electronic check,Yes,1
No,72,Two year,DSL,Yes,89.55,Credit card (automatic),Yes,1
Yes,21,Month-to-month,Fiber optic,No,69.1,Electronic check,Yes,1
No,51,Two year,DSL,Yes,60.5,Credit card (automatic),No,0
Yes,55,Two year,DSL,Yes,57.55,Bank transfer (automatic),No,0
No,51,One year,DSL,Yes,59.9,Credit card (automatic),No,0
No,22,Month-to-month,DSL,Yes,63.55,Mailed check,Yes,1
No,51,Month-to-month,Fiber optic,Yes,80.75,Electronic check,Yes,0
No,71,Two year,Fiber optic,No,109.0,Bank transfer (automatic),Yes,0
No,3,Month-to-month,No,No internet service,20.05,Mailed check,Yes,0
No,44,One year,Fiber optic,No,94.4,Electronic check,No,0
No,31,Two year,DSL,Yes,79.2,Mailed check,No,0
No,3,Month-to-month,Fiber optic,No,74.6,Bank transfer (automatic),Yes,1
No,1,Month-to-month,DSL,No,45.25,Bank transfer (automatic),No,1
No,41,Month-to-month,DSL,No,55.7,Bank transfer (automatic),Yes,0
No,60,Month-to-month,Fiber optic,Yes,103.75,Bank transfer (automatic),Yes,0
Yes,2,Month-to-month,DSL,No,65.7,Mailed check,No,0
No,29,One year,DSL,No,24.85,Mailed check,Yes,0
Yes,65,Month-to-month,Fiber optic,No,105.25,Bank transfer (automatic),No,1
No,2,Month-to-month,Fiber optic,No,79.55,Electronic check,No,0
No,5,Month-to-month,Fiber optic,No,71.45,Mailed check,Yes,1
No,2,Month-to-month,Fiber optic,No,79.45,Electronic check,Yes,0
Yes,1,Month-to-month,Fiber optic,No,71.0,Electronic check,Yes,0
No,28,One year,DSL,Yes,54.35,Mailed check,No,0
No,14,One year,No,No internet service,19.5,Mailed check,Yes,0
Yes,58,One year,Fiber optic,No,108.85,Electronic check,Yes,1
Yes,15,Month-to-month,DSL,No,51.55,Electronic check,No,0
No,19,Month-to-month,Fiber optic,No,89.1,Electronic check,Yes,0
No,60,Two year,Fiber optic,No,89.55,Electronic check,Yes,0
Yes,1,Month-to-month,Fiber optic,No,69.35,Electronic check,Yes,0
No,71,Two year,DSL,Yes,77.35,Credit card (automatic),No,0
No,1,Month-to-month,DSL,No,24.4,Mailed check,No,0
Yes,6,Month-to-month,Fiber optic,Yes,99.95,Mailed check,Yes,0
No,43,One year,DSL,Yes,60.4,Credit card (automatic),Yes,0
No,68,One year,DSL,No,76.9,Credit card (automatic),Yes,0
Yes,58,Month-to-month,DSL,No,45.3,Electronic check,Yes,1
No,4,Month-to-month,DSL,No,55.5,Credit card (automatic),No,0
No,46,Month-to-month,DSL,No,45.2,Credit card (automatic),Yes,0
No,35,Two year,No,No internet service,19.7,Credit card (automatic),No,0
No,47,Month-to-month,Fiber optic,No,86.05,Credit card (automatic),Yes,1
No,25,One year,No,No internet service,20.95,Bank transfer (automatic),Yes,0
No,19,Month-to-month,Fiber optic,No,94.95,Electronic check,Yes,1
No,49,Month-to-month,Fiber optic,No,74.6,Bank transfer (automatic),Yes,0
No,6,Month-to-month,Fiber optic,No,69.1,Electronic check,Yes,0
No,68,Two year,No,No internet service,20.0,Credit card (automatic),Yes,1
No,58,Two year,No,No internet service,20.3,Credit card (automatic),No,0
No,25,Two year,No,No internet service,20.75,Mailed check,Yes,0
No,24,Two year,No,No internet service,24.2,Mailed check,No,0
No,6,Month-to-month,Fiber optic,No,89.75,Electronic check,Yes,0
No,15,Month-to-month,DSL,Yes,69.5,Mailed check,Yes,0
No,26,Month-to-month,Fiber optic,No,92.4,Credit card (automatic),Yes,0
No,16,Month-to-month,DSL,No,69.1,Electronic check,Yes,0
No,10,One year,DSL,No,70.3,Electronic check,No,0
No,21,Month-to-month,DSL,No,45.65,Mailed check,No,0
No,67,Two year,DSL,Yes,74.0,Credit card (automatic),No,0
No,19,Month-to-month,DSL,No,34.95,Mailed check,Yes,0
No,40,Two year,No,No internet service,25.25,Credit card (automatic),No,0
Yes,16,Month-to-month,Fiber optic,No,100.0,Electronic check,Yes,0
No,57,Two year,DSL,Yes,57.5,Bank transfer (automatic),Yes,0
No,41,Month-to-month,Fiber optic,No,80.25,Electronic check,Yes,0
No,28,One year,DSL,Yes,54.3,Mailed check,No,0
No,70,Two year,DSL,Yes,79.7,Bank transfer (automatic),No,0
No,21,Month-to-month,No,No internet service,24.7,Mailed check,No,0
No,36,One year,No,No internet service,19.55,Mailed check,No,0
No,70,One year,DSL,Yes,74.1,Credit card (automatic),No,0
Yes,8,Month-to-month,Fiber optic,No,74.5,Electronic check,Yes,1
No,2,Month-to-month,Fiber optic,No,84.05,Electronic check,Yes,0
No,56,One year,DSL,Yes,60.25,Credit card (automatic),Yes,0
Yes,1,Month-to-month,Fiber optic,No,70.05,Electronic check,Yes,0
No,4,Month-to-month,Fiber optic,No,70.5,Electronic check,No,0
No,63,Two year,No,No internet service,19.15,Mailed check,Yes,0
No,68,Two year,DSL,Yes,70.8,Credit card (automatic),No,0
Yes,15,Month-to-month,Fiber optic,Yes,96.3,Mailed check,Yes,1
No,43,Month-to-month,Fiber optic,No,80.45,Electronic check,No,0
Yes,1,Month-to-month,No,No internet service,19.95,Bank transfer (automatic),No,0
No,35,One year,No,No internet service,26.2,Bank transfer (automatic),No,0
No,60,Two year,No,No internet service,19.95,Mailed check,No,0
No,71,Two year,Fiber optic,Yes,111.3,Mailed check,No,0
No,71,Two year,DSL,Yes,90.55,Credit card (automatic),Yes,0
No,24,Month-to-month,Fiber optic,No,70.0,Credit card (automatic),No,1
No,23,One year,Fiber optic,No,99.95,Credit card (automatic),Yes,0
No,72,Two year,DSL,No,38.5,Credit card (automatic),No,0
Yes,70,Two year,DSL,Yes,65.3,Credit card (automatic),No,0
No,72,Two year,Fiber optic,No,109.55,Bank transfer (automatic),Yes,1
No,1,Month-to-month,DSL,No,55.3,Mailed check,Yes,0
Yes,3,Month-to-month,Fiber optic,No,75.85,Electronic check,Yes,0
No,72,Two year,Fiber optic,Yes,112.6,Credit card (automatic),Yes,0
No,34,Two year,No,No internet service,26.1,Bank transfer (automatic),No,0
No,24,Month-to-month,DSL,No,49.7,Mailed check,Yes,0
Yes,37,Month-to-month,DSL,No,64.75,Electronic check,Yes,0
No,32,Month-to-month,Fiber optic,No,75.5,Bank transfer (automatic),Yes,0
No,26,One year,No,No internet service,19.3,Credit card (automatic),No,1
Yes,22,One year,DSL,No,69.5,Bank transfer (automatic),Yes,0
No,43,Month-to-month,Fiber optic,No,99.3,Bank transfer (automatic),Yes,0
No,17,Two year,No,No internet service,19.4,Mailed check,No,0
No,71,Month-to-month,DSL,No,52.3,Bank transfer (automatic),Yes,1
No,7,Month-to-month,No,No internet service,20.65,Mailed check,No,0
No,22,Month-to-month,No,No internet service,19.9,Mailed check,No,0
No,68,Two year,DSL,No,70.95,Bank transfer (automatic),No,0
Yes,32,Month-to-month,Fiber optic,No,85.3,Electronic check,No,1
No,55,Month-to-month,Fiber optic,No,77.75,Credit card (automatic),Yes,0
No,47,Month-to-month,DSL,No,67.45,Credit card (automatic),Yes,1
Yes,3,Month-to-month,DSL,No,29.6,Electronic check,Yes,0
Yes,15,Month-to-month,Fiber optic,No,86.2,Electronic check,No,0
No,55,Month-to-month,Fiber optic,No,85.1,Electronic check,Yes,0
No,72,Two year,DSL,No,83.6,Credit card (automatic),Yes,0
No,49,Month-to-month,Fiber optic,No,98.35,Electronic check,Yes,0
No,7,Two year,No,No internet service,19.45,Mailed check,No,0
No,47,One year,No,No internet service,26.9,Electronic check,No,0
No,12,Two year,No,No internet service,24.0,Bank transfer (automatic),Yes,0
Yes,33,Month-to-month,Fiber optic,No,83.35,Electronic check,Yes,0
No,34,One year,DSL,No,30.4,Bank transfer (automatic),No,0
Yes,1,Month-to-month,Fiber optic,No,74.4,Electronic check,Yes,1
No,63,Two year,Fiber optic,No,104.8,Bank transfer (automatic),Yes,0
No,20,One year,No,No internet service,20.0,Mailed check,Yes,0
No,47,Two year,DSL,Yes,74.05,Mailed check,No,0
No,68,Two year,DSL,Yes,62.65,Credit card (automatic),No,0
Yes,29,Month-to-month,Fiber optic,No,99.05,Bank transfer (automatic),Yes,1
No,64,Two year,DSL,Yes,49.85,Electronic check,No,0
No,1,Month-to-month,DSL,No,45.55,Mailed check,Yes,0
No,12,Month-to-month,DSL,No,45.9,Bank transfer (automatic),No,0
No,53,One year,Fiber optic,No,105.25,Electronic check,Yes,0
No,24,Month-to-month,Fiber optic,Yes,84.35,Electronic check,Yes,0
No,72,Two year,DSL,Yes,90.95,Credit card (automatic),No,0
No,66,One year,DSL,Yes,75.1,Electronic check,Yes,0
No,42,Month-to-month,DSL,No,49.55,Electronic check,Yes,0
No,58,One year,Fiber optic,Yes,94.7,Credit card (automatic),Yes,0
Yes,65,Month-to-month,Fiber optic,Yes,109.15,Electronic check,Yes,0
No,46,Month-to-month,Fiber optic,Yes,84.8,Bank transfer (automatic),Yes,0
No,45,One year,No,No internet service,18.85,Bank transfer (automatic),No,0
No,1,Month-to-month,DSL,Yes,55.05,Mailed check,No,0
No,61,Two year,No,No internet service,24.2,Mailed check,Yes,0
No,72,Two year,Fiber optic,No,110.3,Bank transfer (automatic),Yes,0
Yes,10,Month-to-month,DSL,No,44.85,Credit card (automatic),Yes,0
Yes,1,Month-to-month,DSL,No,55.0,Electronic check,Yes,0
No,18,Month-to-month,Fiber optic,Yes,75.9,Bank transfer (automatic),Yes,0
No,51,One year,Fiber optic,Yes,111.55,Electronic check,Yes,0
Yes,8,Month-to-month,Fiber optic,No,95.65,Bank transfer (automatic),No,0
